PLAYDATA Board201, random100, random100 : 0, 1, 0
PLAYDATA Board223, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board223, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board223, EPT_MCT1730, MC-100 : 1, 0, 0
PLAYDATA Board223, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board223, EPT_MCT1730, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board223, EPT_MCT1730, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board223, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board223, EPT_MCT1730, AlphaBeta2 : 0, 0, 1
PLAYDATA Board223, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board223, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board223, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board223, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board223, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board223, EPT_MCT8500, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board223, EPT_MCT8500, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board223, EPT_MCT8500, AlphaBeta1 : 1, 0, 0
PLAYDATA Board223, EPT_MCT8500, AlphaBeta2 : 1, 0, 0
PLAYDATA Board223, EPT_MCT8500, AlphaBeta4 : 0, 1, 0
PLAYDATA Board223, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board223, AlphaBeta1, hyouka-0-100 : 0, 1, 0
PLAYDATA Board223, AlphaBeta1, MC-100 : 0, 1, 0
PLAYDATA Board223, AlphaBeta1, MCT : 1, 0, 0
PLAYDATA Board223, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board223, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board223, AlphaBeta1, AlphaBeta1 : 1, 0, 0
PLAYDATA Board223, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board223, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board223, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board223, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board223, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board223, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board223, AlphaBeta2, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board223, AlphaBeta2, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board223, AlphaBeta2, AlphaBeta1 : 1, 0, 0
PLAYDATA Board223, AlphaBeta2, AlphaBeta2 : 1, 0, 0
PLAYDATA Board223, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board223, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board223, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board223, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board223, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board223, AlphaBeta4, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board223, AlphaBeta4, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board223, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board223, AlphaBeta4, AlphaBeta2 : 1, 0, 0
PLAYDATA Board223, AlphaBeta4, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, random100, random100 : 0, 1, 0
PLAYDATA Board224, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board224, random100, MC-100 : 0, 1, 0
PLAYDATA Board224, random100, MCT : 0, 1, 0
PLAYDATA Board224, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board224, hyouka-0-100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, MC-100 : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, MCT : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, MC-100, random100 : 0, 1, 0
PLAYDATA Board224, MC-100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board224, MC-100, MC-100 : 0, 1, 0
PLAYDATA Board224, MC-100, MCT : 0, 1, 0
PLAYDATA Board224, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, MCT, random100 : 1, 0, 0
PLAYDATA Board224, MCT, hyouka-0-100 : 0, 1, 0
PLAYDATA Board224, MCT, MC-100 : 0, 1, 0
PLAYDATA Board224, MCT, MCT : 0, 1, 0
PLAYDATA Board224, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board224, EPT_MCT1730, hyouka-0-100 : 0, 1, 0
PLAYDATA Board224, EPT_MCT1730, MC-100 : 1, 0, 0
PLAYDATA Board224, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board224, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, EPT_MCT1730, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, EPT_MCT1730, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, EPT_MCT1730, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board224, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board224, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board224, EPT_MCT8500, MCT : 0, 1, 0
PLAYDATA Board224, EPT_MCT8500, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, EPT_MCT8500, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, EPT_MCT8500, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, EPT_MCT8500, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, EPT_MCT8500, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta1, hyouka-0-100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta1, MC-100 : 0, 1, 0
PLAYDATA Board224, AlphaBeta1, MCT : 0, 1, 0
PLAYDATA Board224, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, AlphaBeta1, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board224, AlphaBeta2, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, AlphaBeta2, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, AlphaBeta2, AlphaBeta1 : 0, 1, 0
PLAYDATA Board224, AlphaBeta2, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board224, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board224, AlphaBeta4, MCT : 0, 1, 0
PLAYDATA Board224, AlphaBeta4, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board224, AlphaBeta4, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board224, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board224, AlphaBeta4, AlphaBeta2 : 0, 1, 0
PLAYDATA Board224, AlphaBeta4, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, random100, random100 : 0, 1, 0
PLAYDATA Board225, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board225, random100, MC-100 : 0, 1, 0
PLAYDATA Board225, random100, MCT : 0, 1, 0
PLAYDATA Board225, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board225, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board225, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board225, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board225, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, hyouka-0-100, random100 : 0, 0, 1
PLAYDATA Board225, hyouka-0-100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board225, hyouka-0-100, MC-100 : 0, 1, 0
PLAYDATA Board225, hyouka-0-100, MCT : 1, 0, 0
PLAYDATA Board225, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board225, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board225, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board225, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board225, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, MC-100, random100 : 1, 0, 0
PLAYDATA Board225, MC-100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board225, MC-100, MC-100 : 1, 0, 0
PLAYDATA Board225, MC-100, MCT : 0, 1, 0
PLAYDATA Board225, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board225, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board225, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board225, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board225, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, MCT, random100 : 1, 0, 0
PLAYDATA Board225, MCT, hyouka-0-100 : 0, 1, 0
PLAYDATA Board225, MCT, MC-100 : 1, 0, 0
PLAYDATA Board225, MCT, MCT : 0, 1, 0
PLAYDATA Board225, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board225, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board225, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board225, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board225, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board225, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board225, EPT_MCT1730, MC-100 : 1, 0, 0
PLAYDATA Board225, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board225, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board225, EPT_MCT1730, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board225, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board225, EPT_MCT1730, AlphaBeta2 : 0, 1, 0
PLAYDATA Board225, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, AlphaBeta1 : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, AlphaBeta2 : 1, 0, 0
PLAYDATA Board225, EPT_MCT8500, AlphaBeta4 : 1, 0, 0
PLAYDATA Board225, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta1, hyouka-0-100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta1, MC-100 : 0, 1, 0
PLAYDATA Board225, AlphaBeta1, MCT : 1, 0, 0
PLAYDATA Board225, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board225, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board225, AlphaBeta1, AlphaBeta1 : 0, 1, 0
PLAYDATA Board225, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board225, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board225, AlphaBeta2, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board225, AlphaBeta2, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board225, AlphaBeta2, AlphaBeta1 : 1, 0, 0
PLAYDATA Board225, AlphaBeta2, AlphaBeta2 : 0, 1, 0
PLAYDATA Board225, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board225, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board225, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board225, AlphaBeta4, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board225, AlphaBeta4, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board225, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board225, AlphaBeta4, AlphaBeta2 : 1, 0, 0
PLAYDATA Board225, AlphaBeta4, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, random100, random100 : 0, 1, 0
PLAYDATA Board226, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board226, random100, MC-100 : 0, 1, 0
PLAYDATA Board226, random100, MCT : 0, 1, 0
PLAYDATA Board226, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board226, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board226, hyouka-0-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board226, hyouka-0-100, MC-100 : 0, 1, 0
PLAYDATA Board226, hyouka-0-100, MCT : 0, 1, 0
PLAYDATA Board226, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board226, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, MC-100, random100 : 1, 0, 0
PLAYDATA Board226, MC-100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board226, MC-100, MC-100 : 1, 0, 0
PLAYDATA Board226, MC-100, MCT : 0, 1, 0
PLAYDATA Board226, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board226, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, MCT, random100 : 1, 0, 0
PLAYDATA Board226, MCT, hyouka-0-100 : 0, 1, 0
PLAYDATA Board226, MCT, MC-100 : 0, 1, 0
PLAYDATA Board226, MCT, MCT : 1, 0, 0
PLAYDATA Board226, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board226, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board226, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board226, EPT_MCT1730, MC-100 : 0, 1, 0
PLAYDATA Board226, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board226, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, EPT_MCT1730, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board226, EPT_MCT1730, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board226, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board226, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board226, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board226, EPT_MCT8500, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, EPT_MCT8500, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, EPT_MCT8500, AlphaBeta1 : 0, 1, 0
PLAYDATA Board226, EPT_MCT8500, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, EPT_MCT8500, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board226, AlphaBeta1, hyouka-0-100 : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, MC-100 : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, MCT : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, AlphaBeta1 : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board226, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board226, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board226, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board226, AlphaBeta2, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, AlphaBeta2, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, AlphaBeta2, AlphaBeta1 : 0, 1, 0
PLAYDATA Board226, AlphaBeta2, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board226, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board226, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board226, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board226, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board226, AlphaBeta4, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board226, AlphaBeta4, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board226, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board226, AlphaBeta4, AlphaBeta2 : 0, 1, 0
PLAYDATA Board226, AlphaBeta4, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, random100, random100 : 1, 0, 0
PLAYDATA Board227, random100, hyouka-0-100 : 0, 1, 0
PLAYDATA Board227, random100, MC-100 : 0, 1, 0
PLAYDATA Board227, random100, MCT : 0, 1, 0
PLAYDATA Board227, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board227, random100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board227, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board227, hyouka-0-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board227, hyouka-0-100, MC-100 : 0, 1, 0
PLAYDATA Board227, hyouka-0-100, MCT : 0, 1, 0
PLAYDATA Board227, hyouka-0-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, hyouka-0-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, hyouka-0-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board227, hyouka-0-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board227, hyouka-0-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, MC-100, random100 : 1, 0, 0
PLAYDATA Board227, MC-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board227, MC-100, MC-100 : 0, 1, 0
PLAYDATA Board227, MC-100, MCT : 0, 1, 0
PLAYDATA Board227, MC-100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, MC-100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, MC-100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board227, MC-100, AlphaBeta2 : 0, 1, 0
PLAYDATA Board227, MC-100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, MCT, random100 : 1, 0, 0
PLAYDATA Board227, MCT, hyouka-0-100 : 0, 1, 0
PLAYDATA Board227, MCT, MC-100 : 1, 0, 0
PLAYDATA Board227, MCT, MCT : 1, 0, 0
PLAYDATA Board227, MCT, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, MCT, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, MCT, AlphaBeta1 : 0, 1, 0
PLAYDATA Board227, MCT, AlphaBeta2 : 0, 1, 0
PLAYDATA Board227, MCT, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, EPT_MCT1730, random100 : 1, 0, 0
PLAYDATA Board227, EPT_MCT1730, hyouka-0-100 : 1, 0, 0
PLAYDATA Board227, EPT_MCT1730, MC-100 : 1, 0, 0
PLAYDATA Board227, EPT_MCT1730, MCT : 1, 0, 0
PLAYDATA Board227, EPT_MCT1730, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, EPT_MCT1730, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, EPT_MCT1730, AlphaBeta1 : 1, 0, 0
PLAYDATA Board227, EPT_MCT1730, AlphaBeta2 : 0, 1, 0
PLAYDATA Board227, EPT_MCT1730, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, EPT_MCT8500, random100 : 1, 0, 0
PLAYDATA Board227, EPT_MCT8500, hyouka-0-100 : 1, 0, 0
PLAYDATA Board227, EPT_MCT8500, MC-100 : 1, 0, 0
PLAYDATA Board227, EPT_MCT8500, MCT : 1, 0, 0
PLAYDATA Board227, EPT_MCT8500, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, EPT_MCT8500, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, EPT_MCT8500, AlphaBeta1 : 1, 0, 0
PLAYDATA Board227, EPT_MCT8500, AlphaBeta2 : 0, 1, 0
PLAYDATA Board227, EPT_MCT8500, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, AlphaBeta1, random100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta1, hyouka-0-100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta1, MC-100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta1, MCT : 0, 1, 0
PLAYDATA Board227, AlphaBeta1, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, AlphaBeta1, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, AlphaBeta1, AlphaBeta1 : 0, 1, 0
PLAYDATA Board227, AlphaBeta1, AlphaBeta2 : 0, 1, 0
PLAYDATA Board227, AlphaBeta1, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, AlphaBeta2, random100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta2, hyouka-0-100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta2, MC-100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta2, MCT : 1, 0, 0
PLAYDATA Board227, AlphaBeta2, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, AlphaBeta2, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, AlphaBeta2, AlphaBeta1 : 1, 0, 0
PLAYDATA Board227, AlphaBeta2, AlphaBeta2 : 1, 0, 0
PLAYDATA Board227, AlphaBeta2, AlphaBeta4 : 0, 1, 0
PLAYDATA Board227, AlphaBeta4, random100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta4, hyouka-0-100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta4, MC-100 : 1, 0, 0
PLAYDATA Board227, AlphaBeta4, MCT : 1, 0, 0
PLAYDATA Board227, AlphaBeta4, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board227, AlphaBeta4, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board227, AlphaBeta4, AlphaBeta1 : 1, 0, 0
PLAYDATA Board227, AlphaBeta4, AlphaBeta2 : 1, 0, 0
PLAYDATA Board227, AlphaBeta4, AlphaBeta4 : 0, 1, 0
PLAYDATA Board228, random100, random100 : 1, 0, 0
PLAYDATA Board228, random100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board228, random100, MC-100 : 1, 0, 0
PLAYDATA Board228, random100, MCT : 1, 0, 0
PLAYDATA Board228, random100, EPT_MCT1730 : 0, 1, 0
PLAYDATA Board228, random100, EPT_MCT8500 : 0, 1, 0
PLAYDATA Board228, random100, AlphaBeta1 : 0, 1, 0
PLAYDATA Board228, random100, AlphaBeta2 : 1, 0, 0
PLAYDATA Board228, random100, AlphaBeta4 : 0, 1, 0
PLAYDATA Board228, hyouka-0-100, random100 : 1, 0, 0
PLAYDATA Board228, hyouka-0-100, hyouka-0-100 : 1, 0, 0
PLAYDATA Board228, hyouka-0-100, MC-100 : 1, 0, 0
PLAYDATA Board228, hyouka-0-100, MCT : 1, 0, 0
PLAYDATA Board228, hyouka-0-100, EPT_MCT1730 : 1, 0, 0
PLAYDATA Board228, hyouka-0-100, EPT_MCT8500 : 1, 0, 0
PLAYDATA Board228, hyouka-0-100, AlphaBeta1 : 1, 0, 0
PLAYDATA Board228, hyouka-0-100, AlphaBeta2 : 0, 1, 0
